time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-08T20:01:55.660Z,51.6728,-178.477,12.8,3.4,ml,,,,0.36,ak,ak16116938,2017-05-24T00:39:18.160Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2017-05-08T20:00:18.925Z,51.7675,-178.5022,18.9,3.1,ml,,,,0.62,ak,ak15992952,2017-05-24T00:39:17.452Z,"28km WSW of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-08T19:59:04.520Z,51.8732,-178.5162,31.9,2.9,ml,,,,0.41,ak,ak16116936,2017-05-24T00:39:16.758Z,"25km W of Tanaga Volcano, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-05-08T19:55:09.179Z,51.7136,-178.4195,13.1,4.1,ml,,,,0.76,ak,ak16116934,2017-05-24T00:39:15.367Z,"26km SW of Tanaga Volcano, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2017-05-08T19:53:19.100Z,51.6225,-178.4053,10,5,mb,,132,0.812,1.1,us,us10008qka,2017-05-24T00:39:14.579Z,"34km SSW of Tanaga Volcano, Alaska",earthquake,8,1.7,0.034,274,reviewed,us,us
2017-05-08T19:52:20.136Z,51.6517,-178.4196,4.4,3.4,ml,,,,0.71,ak,ak15992922,2017-05-09T00:47:18.616Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-05-08T19:51:00.894Z,51.5751,-178.4366,5.4,3.6,ml,,,,0.47,ak,ak15992921,2017-05-24T00:39:13.868Z,"39km SSW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T19:48:15.318Z,51.6649,-178.4251,13.2,3.1,ml,,,,0.55,ak,ak16116930,2017-05-24T00:39:13.168Z,"31km SW of Tanaga Volcano, Alaska",earthquake,,2,,,reviewed,ak,ak
2017-05-08T19:47:42.767Z,51.6876,-178.4516,19.5,2.9,ml,,,,0.45,ak,ak15992920,2017-05-24T00:39:12.468Z,"30km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T19:47:03.856Z,51.5844,-178.4766,15.6,2.5,ml,,,,0.8,ak,ak16116928,2017-05-24T00:39:11.773Z,"40km SW of Tanaga Volcano, Alaska",earthquake,,2,,,reviewed,ak,ak
2017-05-08T19:45:22.816Z,51.8299,-178.5184,29.9,2.5,ml,,,,0.83,ak,ak16116927,2017-05-24T00:39:11.072Z,"26km WSW of Tanaga Volcano, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-05-08T19:43:25.264Z,51.6535,-178.4735,15,3,ml,,,,0.73,ak,ak15992918,2017-05-24T00:39:10.361Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-08T19:41:43.513Z,51.7577,-178.5064,24.6,3,ml,,,,0.38,ak,ak16116925,2017-05-24T00:39:09.666Z,"28km WSW of Tanaga Volcano, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-05-08T19:40:48.255Z,51.614,-178.5178,4.4,3,ml,,,,0.7,ak,ak15992910,2017-05-24T00:39:08.963Z,"39km SW of Tanaga Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-08T19:38:17.681Z,51.6692,-178.512,9.8,2.9,ml,,,,0.57,ak,ak16116923,2017-05-24T00:39:08.264Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2017-05-08T19:37:35.962Z,51.7173,-178.4447,12,3,ml,,,,0.61,ak,ak15992909,2017-05-24T00:39:07.515Z,"27km SW of Tanaga Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-08T19:36:46.674Z,51.6977,-178.5086,12.4,2.5,ml,,,,0.35,ak,ak15992907,2017-05-24T00:39:06.810Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-08T19:35:09.821Z,51.8665,-178.5319,22.9,2.7,ml,,,,0.39,ak,ak16116920,2017-05-24T00:39:06.102Z,"26km W of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-05-08T19:33:31.186Z,51.646,-178.4571,13.7,3.3,ml,,,,0.92,ak,ak15992902,2017-05-24T00:39:04.618Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-08T19:31:59.606Z,51.6541,-178.4587,14.3,2.9,ml,,,,0.49,ak,ak15992911,2017-05-24T00:39:03.912Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-08T19:31:09.941Z,51.6185,-178.4783,5,3,ml,,,,0.82,ak,ak15992897,2017-05-24T00:39:03.198Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T19:29:26.318Z,51.6572,-178.4453,14,2.5,ml,,,,0.31,ak,ak15992894,2017-05-24T00:39:02.483Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T19:27:44.620Z,51.6238,-178.5135,11.1,3.1,ml,,,,0.88,ak,ak16116914,2017-05-24T00:39:01.794Z,"38km SW of Tanaga Volcano, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-05-08T19:27:27.468Z,51.6927,-178.4493,22.2,3,ml,,,,0.83,ak,ak16116912,2017-05-24T00:39:00.319Z,"30km SW of Tanaga Volcano, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2017-05-08T19:24:57.234Z,51.0435,-176.7692,12.1,4.2,ml,,,,0.29,ak,ak15992891,2017-05-24T00:38:59.550Z,"93km S of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-08T19:22:03.359Z,51.6416,-178.4302,0.9,3.2,ml,,,,0.86,ak,ak15992890,2017-05-24T00:38:58.831Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-08T19:19:55.264Z,51.6765,-178.5539,15.1,3,ml,,,,0.61,ak,ak15992883,2017-05-24T00:38:57.367Z,"36km SW of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-08T19:18:47.878Z,51.61,-178.4161,4.8,3.1,ml,,,,0.91,ak,ak15992885,2017-05-24T00:38:56.653Z,"35km SSW of Tanaga Volcano, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-05-08T19:15:49.459Z,51.7259,-178.459,14.7,2.7,ml,,,,0.39,ak,ak16116904,2017-05-24T00:38:54.446Z,"28km SW of Tanaga Volcano, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-05-08T19:14:57.807Z,51.6786,-178.3831,13.3,2.8,ml,,,,0.6,ak,ak16116903,2017-05-24T00:38:53.745Z,"28km SW of Tanaga Volcano, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2017-05-08T19:13:19.244Z,51.7081,-178.5162,19.5,3.4,ml,,,,0.6,ak,ak15992881,2017-05-24T00:38:53.011Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T19:12:59.116Z,51.6828,-178.4242,19.9,3.4,ml,,,,0.52,ak,ak15992880,2017-05-24T00:38:52.323Z,"29km SW of Tanaga Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-08T19:12:02.897Z,51.7508,-178.4689,19.6,2.5,ml,,,,0.28,ak,ak16116900,2017-05-24T00:38:51.623Z,"27km WSW of Tanaga Volcano, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2017-05-08T19:10:33.188Z,51.7849,-178.4752,19.2,3.1,ml,,,,0.23,ak,ak16116898,2017-05-24T00:38:50.145Z,"25km WSW of Tanaga Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-05-08T19:10:00.978Z,51.6316,-178.3619,5,3,ml,,,,0.68,ak,ak15992876,2017-05-24T00:38:49.431Z,"31km SSW of Tanaga Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-08T19:08:07.595Z,51.8348,-178.5033,25.2,2.7,ml,,,,0.54,ak,ak16116896,2017-05-24T00:38:48.741Z,"25km WSW of Tanaga Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-08T19:05:52.124Z,51.6909,-178.5484,16.9,3,ml,,,,0.45,ak,ak16116894,2017-05-24T00:38:47.356Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-05-08T19:05:03.006Z,51.7935,-178.5114,9.2,2.9,ml,,,,0.56,ak,ak16116893,2017-05-24T00:38:46.674Z,"27km WSW of Tanaga Volcano, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-05-08T19:03:28.201Z,51.8665,-178.614,28.8,3.4,ml,,,,1.11,ak,ak16116892,2017-05-24T00:38:45.937Z,"32km W of Tanaga Volcano, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-05-08T18:59:04.680Z,51.786,-178.4787,23.7,3.5,ml,,,,0.59,ak,ak15991475,2017-05-24T00:38:43.836Z,"25km WSW of Tanaga Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-08T18:57:18.731Z,51.6497,-178.4524,4.9,3.5,ml,,,,0.6,ak,ak15991472,2017-05-24T00:38:43.071Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T18:56:47.228Z,51.6827,-178.5694,14.6,3.1,ml,,,,0.36,ak,ak16116887,2017-05-24T00:38:42.390Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-05-08T18:54:50.941Z,51.7413,-178.4691,15.8,2.7,ml,,,,0.38,ak,ak16116886,2017-05-24T00:38:41.704Z,"27km SW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-05-08T18:54:41.880Z,19.1278,-64.1473,57,2.63,md,5,334,1.4005,0.22,pr,pr2017128005,2017-05-17T23:35:05.181Z,"92km NNE of Road Town, British Virgin Islands",earthquake,7.65,12.26,0.15,3,reviewed,pr,pr
2017-05-08T18:53:56.961Z,51.7102,-178.4662,12.9,2.9,ml,,,,0.55,ak,ak16116884,2017-05-24T00:38:40.312Z,"29km SW of Tanaga Volcano, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-05-08T18:52:21.840Z,59.7218,-136.6326,10,3.1,ml,,118,0.568,0.74,us,us10008qjs,2017-05-24T00:38:39.478Z,"80km WNW of Skagway, Alaska",earthquake,5.6,2,0.048,56,reviewed,us,us
2017-05-08T18:51:13.906Z,51.6717,-178.437,10.6,3.3,ml,,,,0.53,ak,ak16116882,2017-05-24T00:38:38.773Z,"31km SW of Tanaga Volcano, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-05-08T18:48:29.152Z,51.6353,-178.4474,13,3.3,ml,,,,0.44,ak,ak16116879,2017-05-24T00:38:36.535Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2017-05-08T18:45:53.973Z,51.7141,-178.4636,19.6,3.3,ml,,,,0.83,ak,ak15991459,2017-05-24T00:38:35.836Z,"29km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T18:44:18.314Z,51.6078,-178.549,13.2,2.6,ml,,,,0.69,ak,ak16116877,2017-05-24T00:38:35.142Z,"41km SW of Tanaga Volcano, Alaska",earthquake,,3,,,reviewed,ak,ak
2017-05-08T18:43:12.635Z,51.7238,-178.5087,24.1,2.6,ml,,,,1.19,ak,ak16116876,2017-05-24T00:38:34.439Z,"30km SW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-05-08T18:41:08.716Z,51.6285,-178.4938,4.8,2.8,ml,,,,0.42,ak,ak16116875,2017-05-24T00:38:33.745Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2017-05-08T18:38:55.690Z,51.551,-178.517,10,4.1,mb,,176,0.9,0.74,us,us10008qjv,2017-05-24T00:38:32.964Z,"45km SW of Tanaga Volcano, Alaska",earthquake,8.9,1.9,0.064,67,reviewed,us,us
2017-05-08T18:37:18.922Z,51.6408,-178.48,8.1,3,ml,,,,0.35,ak,ak15991451,2017-05-24T00:38:30.897Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-05-08T18:35:04.705Z,51.7035,-178.5288,13.8,2.8,ml,,,,0.4,ak,ak16116869,2017-05-24T00:38:29.522Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2017-05-08T18:32:18.993Z,51.6263,-178.4038,5.6,3.4,ml,,,,0.51,ak,ak15991450,2017-05-24T00:38:28.806Z,"33km SSW of Tanaga Volcano, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-05-08T18:31:50.597Z,51.6892,-178.5438,7.9,3,ml,,,,0.56,ak,ak16116867,2017-05-24T00:38:28.122Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2017-05-08T18:28:19.060Z,51.6987,-178.4722,7,3,ml,,,,0.35,ak,ak16116866,2017-05-24T00:38:27.418Z,"30km SW of Tanaga Volcano, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-05-08T18:27:22.297Z,51.5793,-178.5342,7.8,2.7,ml,,,,0.81,ak,ak15991449,2017-05-24T00:38:26.032Z,"43km SW of Tanaga Volcano, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2017-05-08T18:25:02.154Z,51.7102,-178.4684,3.1,3.1,ml,,,,0.97,ak,ak16116863,2017-05-24T00:38:25.334Z,"29km SW of Tanaga Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-08T18:22:55.735Z,51.7029,-178.5109,13.5,2.8,ml,,,,0.33,ak,ak16116862,2017-05-24T00:38:24.614Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2017-05-08T18:22:14.890Z,51.5864,-178.4629,6.7,2.7,ml,,,,0.6,ak,ak16116861,2017-05-24T00:38:23.920Z,"39km SW of Tanaga Volcano, Alaska",earthquake,,3,,,reviewed,ak,ak
2017-05-08T18:21:15.071Z,51.662,-178.4481,13.3,3.2,ml,,,,0.63,ak,ak16116860,2017-05-24T00:38:23.203Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2017-05-08T18:18:18.001Z,51.6257,-178.3403,6.7,2.9,ml,,,,0.45,ak,ak16116859,2017-05-24T00:38:22.506Z,"31km SSW of Tanaga Volcano, Alaska",earthquake,,3.5,,,reviewed,ak,ak
2017-05-08T18:16:45.394Z,51.6217,-178.4673,5.9,3.2,ml,,,,0.75,ak,ak16116858,2017-05-24T00:38:21.805Z,"36km SW of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2017-05-08T18:15:21.560Z,51.6769,-178.5317,13.1,3.3,ml,,,,0.38,ak,ak16116857,2017-05-24T00:38:21.113Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-05-08T18:14:07.780Z,51.75,-178.4802,10,4.4,mb,,151,0.83,0.8,us,us10008qjf,2017-05-18T22:51:26.040Z,"27km WSW of Tanaga Volcano, Alaska",earthquake,5.2,1.9,0.047,129,reviewed,us,us
2017-05-08T18:12:13.509Z,51.613,-178.3958,5,3.6,ml,,,,0.71,ak,ak15991413,2017-05-24T00:38:20.405Z,"34km SSW of Tanaga Volcano, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-05-08T18:10:16.360Z,51.5932,-178.4458,10,4.6,mb,,150,0.845,0.78,us,us10008qj3,2017-05-24T00:38:18.797Z,"38km SSW of Tanaga Volcano, Alaska",earthquake,6.8,1.9,0.041,180,reviewed,us,us
2017-05-08T18:09:33.926Z,51.6529,-178.4839,13.3,3.6,ml,,,,0.72,ak,ak15991405,2017-05-24T00:38:18.099Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-05-08T18:07:52.308Z,51.6443,-178.3724,9.9,3.5,ml,,,,0.76,ak,ak16116851,2017-05-24T00:38:17.396Z,"31km SSW of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2017-05-08T18:07:13.296Z,51.7186,-178.4707,13.2,3.4,ml,,,,0.68,ak,ak16116850,2017-05-24T00:38:16.697Z,"29km SW of Tanaga Volcano, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2017-05-08T18:06:36.952Z,51.6218,-178.4899,8.3,3.3,ml,,,,0.53,ak,ak16116849,2017-05-24T00:38:15.996Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2017-05-08T18:05:28.760Z,51.5242,-178.6948,10,4.4,mb,,179,1.014,0.89,us,us10008qj4,2017-05-18T21:58:48.040Z,"40km NE of Amatignak Island, Alaska",earthquake,6.9,1.9,0.062,75,reviewed,us,us
2017-05-08T18:05:07.673Z,51.6808,-178.5751,12.6,4.2,ml,,,,0.68,ak,ak16116848,2017-05-24T00:38:15.294Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2017-05-08T18:03:50.720Z,51.7023,-178.6229,10,4.5,mb,,171,0.925,0.79,us,us10008qiw,2017-05-24T00:38:14.531Z,"38km WSW of Tanaga Volcano, Alaska",earthquake,8.3,1.9,0.055,98,reviewed,us,us
2017-05-08T18:02:16.263Z,51.604,-178.4777,4.8,3.9,ml,,,,0.67,ak,ak15991391,2017-05-24T00:38:13.772Z,"38km SW of Tanaga Volcano, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-05-08T18:01:13.797Z,51.6369,-178.4475,11.8,3.5,ml,,,,0.46,ak,ak15991385,2017-05-24T00:38:13.071Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-08T17:59:28.842Z,52.0994,-178.5245,17.2,3.6,ml,,,,0.72,ak,ak16116844,2017-05-24T00:38:12.369Z,"35km NW of Tanaga Volcano, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2017-05-08T17:57:37.918Z,51.6149,-178.4516,9.3,3.7,ml,,,,0.56,ak,ak15991382,2017-05-24T00:38:10.983Z,"36km SW of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-05-08T17:56:01.388Z,51.6228,-178.455,16.2,3.7,ml,,,,0.54,ak,ak16116841,2017-05-24T00:38:10.300Z,"36km SW of Tanaga Volcano, Alaska",earthquake,,2,,,reviewed,ak,ak
2017-05-08T17:52:12.043Z,51.674,-178.4757,13.3,2.9,ml,,,,0.41,ak,ak16116840,2017-05-24T00:38:09.597Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2017-05-08T17:51:08.521Z,51.6779,-178.4862,14.7,2.9,ml,,,,0.52,ak,ak16116839,2017-05-24T00:38:08.895Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-05-08T17:50:17.883Z,51.6735,-178.3141,20.5,3.1,ml,,,,0.49,ak,ak16116838,2017-05-24T00:38:08.213Z,"26km SSW of Tanaga Volcano, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2017-05-08T17:49:40.854Z,51.7035,-178.4455,26.5,3.3,ml,,,,0.69,ak,ak15991366,2017-05-24T00:38:07.501Z,"29km SW of Tanaga Volcano, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2017-05-08T17:48:16.439Z,51.6843,-178.4892,16.5,3.2,ml,,,,0.43,ak,ak16116836,2017-05-24T00:38:06.795Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-05-08T17:44:05.450Z,51.5413,-178.5035,10,4.2,mb,,182,0.896,0.96,us,us10008qin,2017-05-24T00:38:06.022Z,"45km SSW of Tanaga Volcano, Alaska",earthquake,8,1.9,0.062,73,reviewed,us,us
2017-05-08T17:42:26.805Z,51.6485,-178.5186,11.4,3.1,ml,,,,1.02,ak,ak16116834,2017-05-24T00:38:05.340Z,"36km SW of Tanaga Volcano, Alaska",earthquake,,4,,,reviewed,ak,ak
2017-05-08T17:41:05.493Z,51.591,-178.5,0.9,3.4,ml,,,,0.58,ak,ak16116833,2017-05-24T00:38:04.659Z,"40km SW of Tanaga Volcano, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2017-05-08T17:39:17.630Z,51.6484,-178.5607,10,4.6,mb,,174,0.898,0.9,us,us10008qid,2017-05-24T00:38:03.862Z,"39km SW of Tanaga Volcano, Alaska",earthquake,7.9,1.9,0.038,203,reviewed,us,us
2017-05-08T17:38:30.522Z,51.5904,-178.3905,4.7,4,ml,,,,1.09,ak,ak16116831,2017-05-24T00:38:03.179Z,"36km SSW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-05-08T17:37:32.970Z,51.6794,-178.4018,14.1,3.1,ml,,,,0.37,ak,ak16116830,2017-05-24T00:38:02.451Z,"28km SW of Tanaga Volcano, Alaska",earthquake,,2,,,reviewed,ak,ak
2017-05-08T17:36:55.335Z,51.5798,-178.4579,4.9,3,ml,,,,0.61,ak,ak16116829,2017-05-24T00:38:01.756Z,"40km SSW of Tanaga Volcano, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2017-05-08T17:34:21.060Z,51.7021,-178.5193,10.1,3.7,ml,,,,0.61,ak,ak15989980,2017-05-24T00:38:01.059Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-08T17:33:32.065Z,51.7208,-178.5102,13.2,2.9,ml,,,,0.51,ak,ak16116827,2017-05-24T00:38:00.371Z,"31km SW of Tanaga Volcano, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-05-08T17:30:29.763Z,51.6461,-178.3817,5.2,3.5,ml,,,,1.06,ak,ak15989973,2017-05-24T00:37:59.661Z,"31km SSW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-08T17:27:47.188Z,51.6259,-178.4526,8,3.4,ml,,,,0.43,ak,ak16116825,2017-05-24T00:37:58.972Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2017-05-08T17:24:29.539Z,51.7489,-178.5106,17,3.4,ml,,,,0.4,ak,ak16116824,2017-05-24T00:37:58.297Z,"29km WSW of Tanaga Volcano, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-05-08T17:20:42.089Z,51.626,-178.457,13.2,4,ml,,,,0.5,ak,ak15989960,2017-05-24T00:37:57.601Z,"36km SW of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-05-08T17:18:39.814Z,51.8872,-178.268,4.5,3.8,ml,,,,0.57,ak,ak16116821,2017-05-24T00:37:56.209Z,"8km W of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2017-05-08T17:17:41.071Z,51.7599,-178.5264,13.8,3.2,ml,,,,0.37,ak,ak16116820,2017-05-24T00:37:55.532Z,"29km WSW of Tanaga Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-05-08T17:16:11.155Z,51.6615,-178.4563,13.2,3.7,ml,,,,0.49,ak,ak16116819,2017-05-24T00:37:54.839Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2017-05-08T17:15:29.246Z,51.6106,-178.4612,13.2,3.6,ml,,,,0.34,ak,ak16116818,2017-05-24T00:37:54.151Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,2,,,reviewed,ak,ak
2017-05-08T17:10:42.517Z,51.637,-178.4578,14.2,3.2,ml,,,,0.37,ak,ak16116817,2017-05-24T00:37:53.466Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2017-05-08T17:08:33.477Z,51.6399,-178.404,13.4,4.6,ml,,,,0.56,ak,ak15989929,2017-05-24T00:37:52.744Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-08T17:08:32.780Z,51.6286,-178.4282,5,5,mb,,,,0.95,us,us10008qi0,2017-05-18T18:47:01.040Z,"34km SW of Tanaga Volcano, Alaska",earthquake,7.2,3.6,0.051,123,reviewed,ak,us
2017-05-08T17:00:47.060Z,51.7545,-178.6361,10,6.2,mww,,23,0.926,0.96,us,us10008qhu,2017-05-24T00:44:33.164Z,"37km WSW of Tanaga Volcano, Alaska",earthquake,5.9,1.7,,,reviewed,us,us
2017-05-08T15:59:00.210Z,50.8956,-176.9177,10,4.3,mb,,200,0.969,0.8,us,us10008qha,2017-05-29T20:35:06.040Z,"111km S of Adak, Alaska",earthquake,3.4,1.6,0.064,68,reviewed,us,us
2017-05-08T15:54:54.890Z,50.8638,-176.7882,10,2.7,ml,,262,0.941,0.24,us,us10008ukb,2017-05-29T20:05:46.040Z,"113km S of Adak, Alaska",earthquake,3.3,1.9,,,reviewed,us,ak
2017-05-08T15:52:55.380Z,50.8673,-176.8867,10,3.6,ml,,223,1,0.25,us,us10008uka,2017-05-29T20:03:06.040Z,"113km S of Adak, Alaska",earthquake,2.9,2,,,reviewed,us,ak
2017-05-08T15:51:13.480Z,50.8391,-176.7961,10,3.4,ml,,220,0.963,0.39,us,us10008uk9,2017-05-29T20:00:10.040Z,"116km S of Adak, Alaska",earthquake,2.8,2,,,reviewed,us,ak
2017-05-08T15:47:29.470Z,51.0619,-176.9879,18.75,5.9,mww,,35,0.798,1.15,us,us10008qh7,2017-05-29T19:59:41.530Z,"93km SSW of Adak, Alaska",earthquake,3.9,2.6,0.05,39,reviewed,us,us
2017-05-08T15:47:01.690Z,51.5268,-178.4688,15.15,3.7,ml,,192,0.309,0.5,us,us10008uk8,2017-05-29T19:33:55.040Z,"45km SSW of Tanaga Volcano, Alaska",earthquake,4.2,4,,,reviewed,us,ak
2017-05-08T15:36:47.390Z,50.9396,-176.9852,10,4.9,mb,,151,0.919,0.78,us,us10008rx9,2017-05-29T19:15:54.040Z,"107km SSW of Adak, Alaska",earthquake,2.8,1.8,0.056,99,reviewed,us,us
2017-05-08T15:35:03.880Z,51.0206,-177.0151,10,5.2,mb,,146,0.837,0.74,us,us10008rwy,2017-05-29T18:41:05.040Z,"98km SSW of Adak, Alaska",earthquake,5,1.9,0.051,126,reviewed,us,us
2017-05-08T15:31:26.500Z,51.015,-177.0073,17,5.7,mww,,66,0.843,1.06,us,us10008qgx,2017-05-29T14:04:36.444Z,"99km SSW of Adak, Alaska",earthquake,4.7,1.8,0.045,47,reviewed,us,us
2017-05-08T15:02:40.540Z,-58.775,-25.0232,10,4.5,mb,,101,15.771,0.52,us,us10008rx4,2017-05-29T13:31:59.040Z,"90km ENE of Bristol Island, South Sandwich Islands",earthquake,15.2,1.9,0.136,16,reviewed,us,us
2017-05-08T14:59:48.080Z,51.5981,-178.5129,18.07,3.6,ml,,186,0.235,0.77,us,us10008uk0,2017-05-29T13:18:34.040Z,"40km SW of Tanaga Volcano, Alaska",earthquake,4.8,6.5,,,reviewed,us,ak
2017-05-08T14:41:06.000Z,51.5833,-178.4045,19.07,3.6,mb,,189,0.292,0.59,us,us10008qli,2017-05-29T13:05:30.040Z,"38km SSW of Tanaga Volcano, Alaska",earthquake,3.1,4.9,0.353,2,reviewed,us,us
2017-05-08T14:38:11.451Z,56.3544,-156.9643,10.5,2.5,ml,,,,0.47,ak,ak15986984,2017-05-28T17:16:49.040Z,"102km NW of Chirikof Island, Alaska",earthquake,,0.2,,,reviewed,ak,ak
