time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-25T07:08:49.490Z,19.1745,-64.8523,57,2.88,md,5,297,0.9678,0.14,pr,pr2017145026,2017-05-27T00:04:56.249Z,"87km NNW of Road Town, British Virgin Islands",earthquake,4.5,9.01,0.41,4,reviewed,pr,pr
2017-05-25T06:33:58.920Z,-49.4486,121.3597,10,5,mb,,73,16.79,0.48,us,us10008v94,2017-05-25T06:52:45.040Z,"Western Indian-Antarctic Ridge",earthquake,9.1,1.9,0.082,47,reviewed,us,us
2017-05-25T06:10:51.970Z,18.145,-66.193,13,2.5,md,13,122,0.0418,0.58,pr,pr2017145023,2017-05-26T23:55:27.585Z,"2km WNW of Parcelas Nuevas, Puerto Rico",earthquake,1.99,1.16,0.25,12,reviewed,pr,pr
2017-05-25T06:07:28.750Z,19.2223,-64.8655,54,2.68,md,3,323,1.0054,0.04,pr,pr2017145021,2017-05-26T23:56:20.890Z,"92km NNW of Road Town, British Virgin Islands",earthquake,2.85,6.85,0.5,2,reviewed,pr,pr
2017-05-25T06:02:18.470Z,-22.3792,-176.3241,110.23,5.3,mb,,36,6.988,1.03,us,us10008v90,2017-05-27T12:39:10.040Z,"174km SW of Vaini, Tonga",earthquake,7.3,5.4,0.03,382,reviewed,us,us
2017-05-25T05:58:05.119Z,52.3654,-166.749,64.6,2.7,ml,,,,0.24,ak,ak16130716,2017-05-25T21:31:09.537Z,"156km ESE of Nikolski, Alaska",earthquake,,52.8,,,reviewed,ak,ak
2017-05-25T05:51:12.610Z,19.1055,-64.921,39,3.21,md,7,282,0.8761,0.33,pr,pr2017145008,2017-05-27T00:10:01.258Z,"82km NNW of Road Town, British Virgin Islands",earthquake,5.74,19.17,0.25,6,reviewed,pr,pr
2017-05-25T05:47:18.690Z,19.254,-64.8145,6,3.72,md,12,285,1.0559,0.28,pr,pr2017145009,2017-05-27T00:10:41.207Z,"95km NNW of Road Town, British Virgin Islands",earthquake,5.95,5.81,0.09,7,reviewed,pr,pr
2017-05-25T05:40:37.650Z,19.198,-67.2866,40,2.91,md,4,337,0.7513,0.24,pr,pr2017145013,2017-05-27T00:11:28.987Z,"80km NNW of San Antonio, Puerto Rico",earthquake,2.8,8.15,0.05,4,reviewed,pr,pr
2017-05-25T04:51:04.260Z,52.3358,-166.7738,41.8,2.5,ml,,,,0.48,ak,ak16130365,2017-05-25T21:14:57.317Z,"156km ESE of Nikolski, Alaska",earthquake,,454,,,reviewed,ak,ak
2017-05-25T04:36:54.900Z,18.1418,-67.2933,17,2.86,md,11,197,0.2102,0.18,pr,pr2017145012,2017-05-27T00:12:10.790Z,"13km WNW of Puerto Real, Puerto Rico",earthquake,0.87,0.67,0.23,8,reviewed,pr,pr
2017-05-25T04:28:24.279Z,59.771,-136.6788,0,2.6,ml,,,,0.7,ak,ak16130359,2017-05-25T04:35:02.615Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-25T03:16:52.650Z,18.6243,-67.3858,42,2.74,md,4,324,0.3162,0.16,pr,pr2017145010,2017-05-27T00:13:04.531Z,"32km NW of Aguadilla, Puerto Rico",earthquake,9.19,6.85,0.15,3,reviewed,pr,pr
2017-05-25T03:01:08.830Z,41.526,-121.9448333,-0.06,2.71,md,20,70,0.1095,0.11,nc,nc72806256,2017-05-25T19:08:57.720Z,"31km NNE of McCloud, California",earthquake,0.27,0.9,0.216,24,reviewed,nc,nc
2017-05-25T02:51:15.639Z,59.7546,-136.4244,1,2.8,ml,,,,0.8,ak,ak16130347,2017-05-25T20:54:14.531Z,"70km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-25T01:53:25.030Z,19.2471,-64.7998,8,2.6,md,3,325,1.0564,0.28,pr,pr2017145015,2017-05-27T00:14:35.758Z,"93km NNW of Road Town, British Virgin Islands",earthquake,13.92,19.39,0.42,2,reviewed,pr,pr
2017-05-25T01:10:35.480Z,19.0315,-64.7695,24,2.75,md,5,299,0.8874,0.28,pr,pr2017145005,2017-05-27T00:19:01.595Z,"69km NNW of Road Town, British Virgin Islands",earthquake,2.13,23.66,0.38,4,reviewed,pr,pr
2017-05-25T00:51:59.976Z,59.6927,-153.945,183.2,2.7,ml,,,,0.6,ak,ak16129821,2017-05-25T01:01:06.872Z,"55km E of Old Iliamna, Alaska",earthquake,,2.7,,,automatic,ak,ak
2017-05-25T00:17:29.940Z,19.3581,-68.3378,40,3.43,md,3,328,1.8263,0.21,pr,pr2017145004,2017-05-27T00:19:27.380Z,"85km ENE of Miches, Dominican Republic",earthquake,2.91,19.22,0.14,3,reviewed,pr,pr
2017-05-25T00:15:29.780Z,18.7963,-63.9973,126,2.52,md,3,349,1.375,0.4,pr,pr2017145001,2017-05-27T00:24:17.330Z,"77km ENE of Road Town, British Virgin Islands",earthquake,21.61,5.53,0.02,3,reviewed,pr,pr
2017-05-25T00:07:01.400Z,17.0901,-94.0125,142.63,5.2,mb,,89,1.969,1.09,us,us10008uyj,2017-05-25T20:05:34.040Z,"50km NW of Cintalapa de Figueroa, Mexico",earthquake,8.3,7.4,0.03,360,reviewed,us,us
2017-05-24T22:56:12.783Z,52.3588,-166.8482,57,2.8,ml,,,,0.38,ak,ak16128808,2017-05-25T02:17:11.819Z,"151km ESE of Nikolski, Alaska",earthquake,,19,,,reviewed,ak,ak
2017-05-24T22:16:56.031Z,60.1182,-152.3619,93.5,2.6,ml,,,,0.53,ak,ak16128802,2017-05-24T22:23:20.628Z,"46km SSE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-24T21:23:13.160Z,19.2505,-64.7411,66,2.52,md,3,328,1.0874,0.24,pr,pr2017144029,2017-05-25T01:20:19.459Z,"93km N of Road Town, British Virgin Islands",earthquake,7.96,13.95,0.2,3,reviewed,pr,pr
2017-05-24T19:21:27.994Z,60.1763,-152.696,103.1,2.7,ml,,,,0.5,ak,ak16126939,2017-05-24T19:31:43.974Z,"34km S of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-24T18:24:44.557Z,59.816,-136.5676,0,2.5,ml,,,,0.76,ak,ak16126923,2017-05-24T18:29:43.702Z,"81km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-24T16:44:53.300Z,-8.9846,111.9824,55.48,5.4,mb,,31,1.794,1.31,us,us10008uvz,2017-05-31T23:16:50.018Z,"76km SSW of Tambakrejo, Indonesia",earthquake,4.7,4.8,0.05,137,reviewed,us,us
2017-05-24T16:39:29.610Z,40.4116667,-125.262,24.14,2.8,md,25,268,0.7085,0.27,nc,nc72806046,2017-05-25T02:25:01.658Z,"86km WSW of Ferndale, California",earthquake,1.89,31.61,0.13,24,reviewed,nc,nc
2017-05-24T16:36:01.080Z,52.41,-166.6448,11.89,5.8,mww,,59,1.44,0.8,us,us10008uvv,2017-05-24T20:27:39.040Z,"161km ESE of Nikolski, Alaska",earthquake,6.4,3.9,,,reviewed,us,us
2017-05-24T16:24:05.220Z,39.2263,-82.4814,10.39,3.4,mb_lg,,17,0.312,0.56,us,us10008uvu,2017-05-31T23:04:59.722Z,"2km S of McArthur, Ohio",earthquake,3.3,8.1,0.041,157,reviewed,us,us
2017-05-24T16:08:14.860Z,33.5822,88.9822,36.76,4.2,mb,,157,4.277,0.74,us,us10008wni,2017-05-31T23:01:07.040Z,"218km NNW of Pubu, China",earthquake,14.4,11.2,0.2,7,reviewed,us,us
2017-05-24T16:07:03.460Z,52.3809,-166.7046,8.85,5.3,mb,,131,1.437,0.78,us,us10008uve,2017-05-24T20:46:28.040Z,"158km ESE of Nikolski, Alaska",earthquake,7.2,4.4,0.023,613,reviewed,us,us
2017-05-24T15:17:36.090Z,18.9193,-64.8451,77,3.16,md,5,296,0.7521,0.34,pr,pr2017144017,2017-05-30T01:40:25.040Z,"68km NNW of Road Town, British Virgin Islands",earthquake,8.84,8.29,0.25,5,reviewed,pr,pr
2017-05-24T14:35:00.330Z,32.4207,131.0616,124.81,4.5,mb,,103,0.719,0.7,us,us10008uuv,2017-05-25T06:00:28.040Z,"37km NE of Hitoyoshi, Japan",earthquake,6.6,6.9,0.089,37,reviewed,us,us
2017-05-24T14:25:43.630Z,19.3056,-64.7866,44,3.91,md,16,288,1.1145,0.41,pr,pr2017144012,2017-05-25T05:54:32.040Z,"90km NNW of Road Town, British Virgin Islands",earthquake,3.62,16.8,0.32,9,reviewed,pr,pr
2017-05-24T14:08:07.780Z,9.738,124.5376,41.18,4.5,mb,,71,2.844,0.84,us,us10008uuw,2017-05-25T14:45:09.290Z,"0km N of Candabong, Philippines",earthquake,9.2,8.7,0.097,31,reviewed,us,us
2017-05-24T13:55:08.800Z,35.8666,-96.6774,5.692,2.7,ml,,41,,0.21,us,us10008uul,2017-05-25T10:54:45.263Z,"13km N of Stroud, Oklahoma",earthquake,1.6,3.6,,,reviewed,tul,tul
2017-05-24T13:49:51.740Z,59.8029,-136.5461,7.24,2.9,ml,,88,0.628,0.97,us,us10008uuk,2017-05-25T05:29:09.040Z,"79km WNW of Skagway, Alaska",earthquake,5.1,9.7,0.046,61,reviewed,us,us
2017-05-24T13:10:54.440Z,23.3989,120.4946,12.85,4.5,mwr,,87,0.158,0.66,us,us10008utf,2017-05-25T05:53:42.794Z,"10km SSE of Jiayi Shi, Taiwan",earthquake,5.5,4.8,0.065,23,reviewed,us,us
2017-05-24T12:40:17.700Z,34.1467,69.0511,11.08,3.7,mb,,231,0.393,1.44,us,us10008utd,2017-05-25T07:53:45.587Z,"16km N of Pul-e `Alam, Afghanistan",earthquake,6.8,9.5,0.205,6,reviewed,us,us
2017-05-24T11:05:19.240Z,-10.0152,161.8563,54.79,5.5,mww,,29,1.967,1.21,us,us10008ut8,2017-05-24T22:51:38.040Z,"49km N of Kirakira, Solomon Islands",earthquake,8.8,4.8,,,reviewed,us,us
2017-05-24T10:30:58.150Z,41.5619,20.2392,10,4.6,mb,,28,0.354,0.69,us,us10008ut6,2017-05-25T02:17:49.786Z,"7km N of Bulqize, Albania",earthquake,3.3,1.9,0.079,47,reviewed,us,us
2017-05-24T09:59:01.317Z,61.797,-151.4696,10.2,3.6,ml,,,,0.57,ak,ak16120608,2017-05-24T21:43:24.512Z,"75km W of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-24T09:43:40.430Z,36.2387,-112.0773,5,2.6,ml,,67,0.256,0.76,us,us10008ut0,2017-05-24T10:12:40.040Z,"21km NNE of Grand Canyon, Arizona",earthquake,1.2,2,0.054,45,reviewed,us,us
2017-05-24T09:10:15.280Z,-2.7671,122.1581,15.43,5.6,mww,,35,1.82,1.09,us,us10008usv,2017-05-24T21:32:30.040Z,"119km E of Malili, Indonesia",earthquake,6,4.1,,,reviewed,us,us
2017-05-24T08:42:10.240Z,19.2058,-64.8898,53,2.54,md,4,311,0.9804,0.03,pr,pr2017144011,2017-05-25T00:50:31.720Z,"91km NNW of Road Town, British Virgin Islands",earthquake,2.66,5.98,0.14,3,reviewed,pr,pr
2017-05-24T07:07:56.390Z,18.5346,-64.3833,60,2.75,md,3,346,0.9275,0.1,pr,pr2017144008,2017-05-25T00:48:51.345Z,"27km ENE of Road Town, British Virgin Islands",earthquake,5.09,1.3,0.39,2,reviewed,pr,pr
2017-05-24T07:00:28.610Z,19.1895,-64.9046,54,2.69,md,3,321,0.9595,0.03,pr,pr2017144007,2017-05-25T00:47:46.451Z,"90km NNW of Road Town, British Virgin Islands",earthquake,2.7,5.58,0.5,2,reviewed,pr,pr
2017-05-24T06:35:17.620Z,53.3579,-164.4928,10,5.1,mb,,143,1.087,1.25,us,us10008usi,2017-05-31T15:55:55.040Z,"120km SE of Akutan, Alaska",earthquake,7.9,1.9,0.037,238,reviewed,us,us
2017-05-24T05:45:59.700Z,19.1851,-64.785,34,3.09,md,13,291,1.0088,0.37,pr,pr2017144006,2017-05-24T16:03:37.130Z,"86km NNW of Road Town, British Virgin Islands",earthquake,4.82,23.92,0.46,8,reviewed,pr,pr
2017-05-24T04:58:26.810Z,19.1906,-64.8468,25,2.78,md,4,312,0.9847,0.21,pr,pr2017144003,2017-05-24T16:08:00.104Z,"89km NNW of Road Town, British Virgin Islands",earthquake,1.98,18.75,0.43,4,reviewed,pr,pr
2017-05-24T03:35:35.196Z,60.7053,-151.043,34.5,2.6,ml,,,,0.7,ak,ak16117979,2017-05-24T03:39:16.125Z,"13km E of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-24T03:21:02.537Z,60.1034,-153.4909,167,2.7,ml,,,,0.56,ak,ak16117971,2017-05-24T03:32:08.329Z,"59km SW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-24T02:52:16.770Z,19.0933,-66.5331,22,2.77,md,7,286,0.6162,0.22,pr,pr2017144002,2017-05-24T16:10:45.840Z,"70km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.4,16.329,0.1,4,reviewed,pr,pr
2017-05-24T02:23:08.980Z,14.8849,54.9673,10,4.1,mb,,234,10.076,0.69,us,us10008wn0,2017-05-31T22:18:56.040Z,"253km SSE of Salalah, Oman",earthquake,8.9,2,0.135,15,reviewed,us,us
2017-05-24T02:20:55.000Z,18.8736,-67.3355,21,2.93,md,8,278,0.4639,0.07,pr,pr2017144001,2017-05-24T16:11:50.176Z,"49km NNW of San Antonio, Puerto Rico",earthquake,0.67,7.75,0.17,5,reviewed,pr,pr
2017-05-24T02:15:59.390Z,6.831,-73.0859,150.12,4.4,mb,,42,0.931,1.21,us,us10008wmz,2017-05-31T21:43:52.040Z,"16km NNW of Aratoca, Colombia",earthquake,7.5,8.1,0.076,49,reviewed,us,us
2017-05-24T01:50:50.066Z,55.7818,-151.6459,105.2,2.5,ml,,,,1.04,ak,ak16117960,2017-05-24T02:19:25.165Z,"228km SSE of Kodiak, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2017-05-24T01:20:10.090Z,58.0883,-32.1451,10,4.6,mb,,73,7.984,0.63,us,us10008uli,2017-05-31T21:20:20.040Z,"Reykjanes Ridge",earthquake,7.1,1.8,0.04,188,reviewed,us,us
2017-05-24T00:55:46.730Z,6.8156,-73.0095,155,4.3,mb,,54,0.919,1.06,us,us10008ujp,2017-05-31T21:18:38.040Z,"13km N of Aratoca, Colombia",earthquake,7.3,5.8,0.061,76,reviewed,us,us
2017-05-24T00:28:07.150Z,18.8721,-67.8388,24,2.72,md,9,325,0.6059,0.46,pr,pr2017144000,2017-05-24T16:12:57.878Z,"67km ENE of Punta Cana, Dominican Republic",earthquake,4.77,30.25,0.47,7,reviewed,pr,pr
2017-05-24T00:13:23.380Z,-49.7852,117.9537,10,4.6,mb,,112,16.852,0.47,us,us10008wmy,2017-05-31T21:13:26.040Z,"Western Indian-Antarctic Ridge",earthquake,9.5,1.9,0.136,16,reviewed,us,us
2017-05-23T22:26:00.540Z,-24.0359,-67.0881,181.48,4.7,mb,,90,1.472,0.82,us,us10008uhk,2017-05-23T22:45:02.040Z,"80km WNW of San Antonio de los Cobres, Argentina",earthquake,8.8,9,0.13,18,reviewed,us,us
2017-05-23T22:19:00.510Z,-30.6369,-71.7265,24.33,4,mwr,,116,0.087,1.44,us,us10008uhf,2017-05-24T06:22:24.359Z,"50km W of Ovalle, Chile",earthquake,5,5.5,0.053,34,reviewed,us,us
2017-05-23T22:13:58.500Z,51.012,177.8269,28.47,4.3,mb,,232,2.879,0.73,us,us10008uhg,2017-05-23T22:58:21.040Z,"114km SSW of Little Sitkin Island, Alaska",earthquake,15,12.4,0.086,38,reviewed,us,us
2017-05-23T22:13:56.813Z,52.0011,177.7585,2.9,3.9,ml,,,,1.56,ak,ak16114841,2017-05-24T01:10:38.029Z,"15km SE of Kiska Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-05-23T21:39:27.080Z,38.7545,-122.7271667,1.76,2.58,md,66,27,0.007308,0.08,nc,nc72805501,2017-05-25T03:49:02.008Z,"3km SE of The Geysers, California",earthquake,0.12,0.21,0.255,52,reviewed,nc,nc
2017-05-23T21:20:24.150Z,47.4084,-70.2685,10.37,2.5,mb_lg,,,,0.71,us,us10008vv4,2017-05-28T04:44:47.040Z,"16km WNW of La Pocatiere, Canada",earthquake,1.1,4.3,,,reviewed,ott,ott
2017-05-23T20:59:58.660Z,-2.6115,139.5082,46.33,4.4,mb,,128,7.257,0.73,us,us10008ugy,2017-05-24T16:25:41.040Z,"119km W of Abepura, Indonesia",earthquake,9.5,7,0.095,32,reviewed,us,us
2017-05-23T20:36:19.613Z,59.4764,-153.3417,107.7,2.7,ml,,,,0.48,ak,ak16113990,2017-05-24T15:51:16.040Z,"94km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-23T19:01:22.230Z,14.7922,54.9954,10,4.6,mb,,87,10.164,0.68,us,us10008ug1,2017-05-24T15:06:38.040Z,"258km NNE of Tamrida, Yemen",earthquake,6.7,1.8,0.048,131,reviewed,us,us
2017-05-23T17:17:50.700Z,18.84,-64.1276,7,2.89,md,3,346,1.2717,0.15,pr,pr2017143015,2017-05-25T00:45:18.470Z,"69km NE of Road Town, British Virgin Islands",earthquake,10.97,10.57,0.45,2,reviewed,pr,pr
2017-05-23T16:16:56.030Z,39.735,-98.157,5,2.8,mb_lg,,67,1.137,0.28,us,us10008uf1,2017-05-24T15:07:32.585Z,"7km SE of Mankato, Kansas",earthquake,3.3,2,0.054,89,reviewed,us,us
2017-05-23T14:37:27.530Z,35.6956,70.1206,86.97,4.3,mb,,94,1.451,0.65,us,us10008ueg,2017-05-24T12:53:31.119Z,"69km WSW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,8.1,8.1,0.177,9,reviewed,us,us
2017-05-23T14:16:55.180Z,30.8335,131.3971,26.87,4.6,mb,,95,1.053,0.78,us,us10008ueb,2017-05-23T15:31:48.922Z,"39km ENE of Nishinoomote, Japan",earthquake,6.8,5.4,0.077,51,reviewed,us,us
2017-05-23T12:51:22.350Z,-21.3744,-177.8516,436.75,4.4,mb,,139,5.286,1.34,us,us10008ue6,2017-05-23T13:40:27.040Z,"119km SE of Ndoi Island, Fiji",earthquake,13.4,7.5,0.058,84,reviewed,us,us
2017-05-23T09:23:15.430Z,35.9074,140.2479,69.61,4.5,mb,,167,1.771,0.84,us,us10008uxg,2017-05-30T01:33:26.944Z,"5km E of Ryugasaki, Japan",earthquake,5.8,8,0.136,16,reviewed,us,us
2017-05-23T09:14:23.565Z,53.2547,-165.6532,25.7,2.5,ml,,,,0.16,ak,ak16109766,2017-05-23T19:48:11.020Z,"90km SE of Unalaska, Alaska",earthquake,,1886.8,,,reviewed,ak,ak
2017-05-23T09:05:57.660Z,-24.1386,179.0442,547.63,4.6,mb,,77,6.428,1.33,us,us10008uck,2017-05-23T09:24:43.040Z,"South of the Fiji Islands",earthquake,12.1,9.2,0.044,153,reviewed,us,us
2017-05-23T08:48:51.198Z,59.4188,-151.358,34.4,2.9,ml,,,,0.73,ak,ak16109758,2017-06-02T08:51:54.040Z,"27km SSE of Homer, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-23T07:02:35.980Z,-29.3929,-178.3792,214.71,4.8,mb,,103,0.419,1.21,us,us10008uc9,2017-06-02T08:46:59.040Z,"48km WSW of Raoul Island, New Zealand",earthquake,13.9,7.4,0.1,31,reviewed,us,us
2017-05-23T06:39:29.710Z,17.9483,-65.2741,4,3.22,md,15,220,0.3157,0.51,pr,pr2017143009,2017-05-25T00:43:23.980Z,"26km SE of Esperanza, Puerto Rico",earthquake,1.61,1.2,0.39,14,reviewed,pr,pr
2017-05-23T06:27:37.520Z,18.8276,-64.2741,25,2.88,md,5,332,1.1346,0.22,pr,pr2017143008,2017-05-25T00:42:44.786Z,"58km NE of Road Town, British Virgin Islands",earthquake,3.35,18.32,0.49,4,reviewed,pr,pr
2017-05-23T06:23:30.720Z,17.8855,-65.6346,6,3.03,md,14,219,0.227,0.27,pr,pr2017143003,2017-05-25T00:38:14.788Z,"28km SE of El Negro, Puerto Rico",earthquake,1.06,1.41,0.36,13,reviewed,pr,pr
2017-05-23T06:16:53.060Z,19.2086,-67.1226,27,3.04,md,6,336,0.7412,0.29,pr,pr2017143007,2017-05-25T00:42:01.169Z,"79km N of Isabela, Puerto Rico",earthquake,2.66,17.93,0.14,3,reviewed,pr,pr
2017-05-23T05:46:27.960Z,18.8601,-64.3256,25,3.61,md,18,316,1.105,0.32,pr,pr2017143005,2017-05-25T00:40:18.863Z,"57km NNE of Road Town, British Virgin Islands",earthquake,2.56,20.88,0.28,17,reviewed,pr,pr
2017-05-23T05:35:20.560Z,27.7658,-111.5178,10,4.3,mb,,155,1.346,1.26,us,us10008ubw,2017-05-28T00:30:20.488Z,"63km WSW of Guaymas, Mexico",earthquake,8.1,1.9,0.062,73,reviewed,us,us
2017-05-23T05:17:30.335Z,57.6552,-154.3826,33.1,2.5,ml,,,,0.33,ak,ak16108905,2017-05-23T05:23:44.207Z,"27km WNW of Larsen Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-05-23T03:32:27.370Z,19.2285,-67.0736,24,3.14,md,15,266,0.7619,0.35,pr,pr2017143004,2017-05-25T00:39:07.133Z,"80km N of Isabela, Puerto Rico",earthquake,1.67,24.21,0.23,9,reviewed,pr,pr
2017-05-23T02:38:19.559Z,51.565,-178.4645,4.8,3.8,ml,,,,0.75,ak,ak16108048,2017-05-23T04:07:15.454Z,"41km SSW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-23T02:22:53.210Z,18.9431,-67.3468,9,2.9,md,6,332,0.5308,0.26,pr,pr2017143001,2017-05-25T00:36:40.186Z,"56km NNW of San Antonio, Puerto Rico",earthquake,2.71,1.24,0,3,reviewed,pr,pr
2017-05-23T01:37:52.872Z,59.7424,-136.5879,1,2.8,ml,,,,0.84,ak,ak16107625,2017-05-23T02:54:22.468Z,"78km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-23T01:37:43.741Z,59.1139,-135.8643,26.5,3,ml,,,,0.68,ak,ak16107628,2017-05-23T01:40:34.012Z,"27km WSW of Haines, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-05-22T23:44:45.710Z,19.1645,-67.0605,69,2.81,md,6,302,0.6988,0.25,pr,pr2017142013,2017-05-25T23:01:23.040Z,"72km N of Isabela, Puerto Rico",earthquake,2.83,4.59,0.39,4,reviewed,pr,pr
2017-05-22T23:43:25.590Z,-16.3861,-178.3909,431.3,4.2,mb,,110,3.66,0.93,us,us10008vjf,2017-05-27T03:25:29.040Z,"232km S of Sigave, Wallis and Futuna",earthquake,14.4,8.8,0.064,68,reviewed,us,us
2017-05-22T23:15:14.970Z,57.712,-132.5839,10,2.7,ml,,60,0.803,1.51,us,us10008vey,2017-05-26T04:07:24.040Z,"102km NNE of Petersburg, Alaska",earthquake,2.6,1.9,0.085,18,reviewed,us,us
2017-05-22T21:53:55.400Z,12.7406,-90.1727,10,4.2,mb,,168,1.313,1.38,us,us10008vjc,2017-05-29T04:26:56.040Z,"101km SSW of Acajutla, El Salvador",earthquake,8.1,2,0.113,22,reviewed,us,us
2017-05-22T21:33:14.040Z,47.3925,-128.3123,10,3.1,mwr,,173,0.527,1.17,us,us10008v64,2017-05-29T04:15:29.040Z,"265km SW of Tofino, Canada",earthquake,6.1,2,,,reviewed,us,pgc
2017-05-22T21:04:21.687Z,58.5347,-157.1728,0,3.1,ml,,,,0.66,ak,ak16106760,2017-05-23T03:21:49.361Z,"34km WSW of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-22T20:35:54.690Z,-4.7325,126.6143,42.68,4.3,mb,,65,5.307,1.49,us,us10008u6y,2017-05-22T21:44:16.040Z,"105km S of Leksula, Indonesia",earthquake,5.5,11.1,0.148,13,reviewed,us,us
2017-05-22T20:11:09.270Z,19.0098,-65.032,37,2.71,md,4,296,0.7457,0.11,pr,pr2017142012,2017-05-25T00:34:38.158Z,"74km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.74,8.28,0.41,4,reviewed,pr,pr
2017-05-22T19:24:57.060Z,-24.0542,-67.2992,225.04,4.5,mb,,64,1.362,0.72,us,us10008u6b,2017-05-22T21:21:01.040Z,"101km W of San Antonio de los Cobres, Argentina",earthquake,6.4,15.8,0.539,1,reviewed,us,us
2017-05-22T17:28:32.130Z,19.1748333,-155.597,10.657,3.26,ml,35,66,0.0729,0.21,hv,hv61765651,2017-05-23T05:29:31.630Z,"12km WSW of Pahala, Hawaii",earthquake,0.41,0.75,0.182,40,reviewed,hv,hv
2017-05-22T16:51:22.080Z,51.2531,-169.0356,26.08,4.3,mb,,180,1.66,0.74,us,us10008u5i,2017-05-22T19:18:59.040Z,"187km S of Nikolski, Alaska",earthquake,8.3,6.8,0.057,87,reviewed,us,us
2017-05-22T16:41:06.760Z,-17.1314,-173.5046,10,5.3,mb,,62,3.61,0.71,us,us10008u5f,2017-05-22T18:51:51.040Z,"133km S of Hihifo, Tonga",earthquake,9.4,1.7,0.033,311,reviewed,us,us
2017-05-22T15:47:32.020Z,-24.23,-67.3412,204.64,4.2,mb,,95,1.486,0.76,us,us10008u5c,2017-05-22T16:40:28.040Z,"103km W of San Antonio de los Cobres, Argentina",earthquake,12.7,18.1,0.373,2,reviewed,us,us
2017-05-22T15:14:16.520Z,-6.0379,130.8922,98.99,4.3,mb,,75,3.38,0.67,us,us10008u5a,2017-05-22T16:23:41.040Z,"209km WSW of Tual, Indonesia",earthquake,10,4.6,0.169,10,reviewed,us,us
2017-05-22T14:27:30.520Z,-16.1768,-70.4848,51.09,4.5,mb,,142,1.702,0.7,us,us10008u52,2017-05-22T16:51:08.157Z,"54km SSE of Santa Lucia, Peru",earthquake,9.7,12.2,0.14,15,reviewed,us,us
2017-05-22T14:23:52.290Z,18.0501,-67.9543,57,3.06,md,20,203,0.581,0.35,pr,pr2017142007,2017-05-24T16:28:06.170Z,"75km SE of Punta Cana, Dominican Republic",earthquake,2.23,2.28,0.34,18,reviewed,pr,pr
2017-05-22T14:23:09.000Z,-23.116,-69.055,107.6,4.2,mb,,,,0.88,us,us10008u4x,2017-05-22T14:48:49.040Z,"72km S of Calama, Chile",earthquake,5.3,4.7,0.167,10,reviewed,guc,us
2017-05-22T12:46:02.840Z,-23.2905,-178.7482,206.37,4,mb,,255,5.975,0.26,us,us10008vj0,2017-06-02T08:45:37.040Z,"292km S of Ndoi Island, Fiji",earthquake,23.1,19.8,0.143,13,reviewed,us,us
2017-05-22T12:26:35.670Z,19.0861,-66.799,44,2.6,md,8,281,0.666,0.29,pr,pr2017142010,2017-05-25T00:32:38.517Z,"66km N of Hatillo, Puerto Rico",earthquake,3.02,6.7,0.43,4,reviewed,pr,pr
2017-05-22T12:13:17.520Z,19.1148333,-155.345,6.753,3,ml,52,238,0.1179,0.12,hv,hv61765231,2017-06-02T08:40:56.040Z,"17km SE of Pahala, Hawaii",earthquake,0.95,0.69,0.142,36,reviewed,hv,hv
2017-05-22T11:15:55.460Z,19.245,-65.8436,116,3.18,md,7,266,1.0295,0.36,pr,pr2017142009,2017-06-02T08:37:43.040Z,"106km NNE of San Juan, Puerto Rico",earthquake,7.85,8.46,0.31,4,reviewed,pr,pr
2017-05-22T11:00:57.970Z,43.9247,147.7207,54,5.5,mww,,58,3.703,0.77,us,us10008u48,2017-06-02T08:39:23.462Z,"81km E of Shikotan, Russia",earthquake,7.2,1.8,0.069,20,reviewed,us,us
